fname,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,chroma_0_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,target
03-01-03-01-01-02-01.wav,-846.5271,15.384376,-3.1456115,3.6017716,3.3143957,11.529834,-8.096955,1.2919526,-7.5453343,-1.9803809,-11.168799,-0.5717791,0.6264463,0.71369064,0.64822686,0.6415279,0.54167783,0.5011945,0.49443063,0.47917837,0.4351358,0.45282516,0.45839188,0.42958647,3
03-01-03-01-02-01-01.wav,-874.425,2.0849445,2.3218954,3.7173944,1.3635567,6.921893,-7.2921023,3.1765492,-9.321432,-3.1098974,-12.720074,-2.0816898,0.621479,0.598031,0.6049362,0.6243032,0.37688476,0.3948107,0.38531196,0.40551314,0.3572187,0.4131498,0.6245019,0.421615,3
03-01-03-01-02-02-01.wav,-850.3681,-5.5563536,2.9075954,8.503922,1.1774628,8.100237,-8.688453,5.6770787,-8.263938,-2.3433785,-11.345157,-1.9778862,0.52196366,0.5206335,0.50028163,0.49616516,0.3498033,0.35279498,0.35654345,0.34023952,0.37200347,0.49213696,0.6912136,0.45134366,3
03-01-03-02-01-01-01.wav,-794.946,6.9706893,-9.924869,5.3562303,-7.142508,7.3200593,-8.011374,-0.9394864,-12.032904,-2.9869173,-8.105522,-6.8768415,0.38687304,0.37146938,0.5291917,0.60359293,0.48012215,0.5381069,0.5712704,0.513356,0.39554587,0.46335837,0.65077806,0.43736342,3
03-01-03-02-01-02-01.wav,-766.09125,20.58061,-15.288321,0.9713336,-3.6449718,10.213148,-7.4630837,-1.0592195,-10.222729,-2.873263,-11.188582,-5.30771,0.5432901,0.4965935,0.39449745,0.54310155,0.5510667,0.55553323,0.50502926,0.4874907,0.46001288,0.41531247,0.4098815,0.3207727,3
03-01-03-02-02-01-01.wav,-741.84796,4.7372956,-18.267687,8.780481,-6.5571046,9.590118,-10.171202,1.8316712,-12.116582,-4.477192,-13.93949,-3.2995608,0.3372966,0.3248219,0.38254058,0.51277024,0.4380163,0.50372404,0.46838802,0.4497179,0.4281687,0.42791784,0.6124964,0.30047697,3
03-01-03-02-02-02-01.wav,-748.641,9.329887,-14.074701,9.576309,-8.632795,10.879716,-12.025944,1.9572842,-10.934355,-3.8361049,-12.930743,-5.1724663,0.43769276,0.44477537,0.4663029,0.5828739,0.54970104,0.5975689,0.52156276,0.45090196,0.4329527,0.45643798,0.57386595,0.40204892,3
03-01-04-01-01-01-01.wav,-884.9887,8.464816,0.70344305,3.7688572,3.3436582,11.395883,-9.115668,4.538571,-7.0148787,-4.4770465,-7.7137733,-2.678939,0.5938949,0.52679884,0.51959306,0.58596957,0.40765628,0.33885634,0.34141716,0.3599478,0.42140743,0.53856266,0.5914166,0.5306731,4
03-01-04-01-01-02-01.wav,-898.67194,4.752269,3.3706942,2.8793178,5.2630777,10.295933,-7.293845,4.626749,-4.782466,-5.448024,-7.2208714,-4.464311,0.5134766,0.47170013,0.450684,0.55392325,0.44212922,0.50552166,0.5210225,0.4838543,0.56220365,0.4857474,0.48660132,0.4122057,4
03-01-04-01-02-01-01.wav,-934.5947,12.938798,2.9623144,1.8012097,5.9613147,8.876696,-6.6590295,2.9652743,-4.9011045,-5.145571,-7.466953,-2.2640114,0.4882637,0.4128868,0.41313002,0.43951887,0.38395104,0.40367422,0.43369934,0.4919741,0.5643684,0.65367776,0.54581356,0.54370946,4
03-01-04-01-02-02-01.wav,-916.748,2.6734085,5.6570654,4.6432295,4.580871,8.564222,-7.1475887,5.9238615,-4.350427,-5.016936,-8.87223,-2.390895,0.51957005,0.47602215,0.45096534,0.5777323,0.44865748,0.36492187,0.40589657,0.46631384,0.49608576,0.56785536,0.66702926,0.59342873,4
03-01-04-02-01-01-01.wav,-882.0302,0.32272956,5.6213236,7.1759505,4.6645384,12.576828,-9.058269,5.2183414,-6.779557,-4.604695,-7.138559,-1.0830512,0.7172791,0.612788,0.46348003,0.46692294,0.37536147,0.3548442,0.34041733,0.31812662,0.34989288,0.4419401,0.51778865,0.4265847,4
03-01-04-02-01-02-01.wav,-831.3717,16.139433,-8.308679,8.075122,-1.6695609,11.35888,-9.320564,-0.42865077,-7.977098,-3.9901671,-11.938412,-3.1506228,0.58208156,0.56396663,0.58653647,0.607164,0.4467134,0.4384102,0.45391187,0.49561357,0.33908764,0.4143312,0.5204456,0.4395544,4
03-01-04-02-02-01-01.wav,-846.251,12.752366,-4.225904,6.1607294,2.325747,11.172336,-9.537353,2.21927,-9.361505,-4.6422615,-14.501121,-2.3375664,0.579686,0.6198764,0.5455403,0.60236824,0.5154377,0.55080664,0.4636719,0.42331815,0.4377095,0.46256763,0.45942655,0.41273934,4
03-01-04-02-02-02-01.wav,-821.81085,12.596192,-7.5512486,9.8812275,-0.82739764,10.460709,-10.540596,1.6310222,-8.671872,-4.596069,-12.790243,-1.5482935,0.5417206,0.54524434,0.5585663,0.6457206,0.4781493,0.47905862,0.4763363,0.4294405,0.44887885,0.48131675,0.5814526,0.5097683,4
03-01-05-01-01-01-01.wav,-756.6693,3.183887,-14.103493,10.050095,-3.8458064,7.0629334,-10.742736,2.7981436,-5.2037864,0.3724858,-10.882183,-2.6309965,0.5318977,0.5332164,0.58601093,0.789299,0.4610428,0.42552304,0.41825715,0.3594157,0.39908808,0.46370435,0.49599478,0.44451717,5
03-01-05-01-01-02-01.wav,-746.5347,-1.9793428,-15.19921,10.833739,-7.6108336,7.286113,-10.891541,2.2790763,-9.671607,-4.2368603,-9.756262,-3.5095797,0.58703166,0.6166115,0.58139175,0.6781981,0.6164478,0.6504951,0.5528083,0.5990899,0.48959866,0.45074654,0.45492634,0.44951332,5
03-01-05-01-02-01-01.wav,-805.55164,0.35807952,-6.573976,8.474516,-1.7577238,8.355299,-9.348214,4.2766724,-8.783489,-3.0801456,-10.758881,-0.3869731,0.54043865,0.54014105,0.5768837,0.7064959,0.5631654,0.55959404,0.5423291,0.48290104,0.46189207,0.50824046,0.5939764,0.4372858,5
03-01-05-01-02-02-01.wav,-748.79736,0.70322293,-11.298171,9.671585,-4.830153,9.493204,-10.891245,4.113157,-7.0895095,-3.445005,-11.346497,-1.8922017,0.4300522,0.5415239,0.67759234,0.73232985,0.5083208,0.5395153,0.4754882,0.4739929,0.40650243,0.37185028,0.39963594,0.376337,5
03-01-05-02-01-01-01.wav,-552.3687,-8.188388,-34.357937,6.029272,-15.880085,3.2280493,-13.31221,2.0898585,-16.84738,-4.158189,-11.158752,-4.3037806,0.51558185,0.5848098,0.5842869,0.683307,0.59401715,0.5571731,0.50812364,0.5309232,0.45088983,0.360638,0.44112173,0.42266333,5
03-01-05-02-01-02-01.wav,-557.48914,-17.414333,-36.33899,12.316405,-17.451551,8.259747,-16.394888,2.8048294,-13.2213125,-1.0096275,-14.245217,-4.584564,0.4675644,0.5571455,0.44171804,0.4185308,0.49199492,0.557534,0.39697084,0.36842558,0.42957762,0.4770955,0.530468,0.48179445,5
03-01-05-02-02-01-01.wav,-580.6913,-16.550714,-34.64138,13.511927,-14.232413,8.079937,-13.323966,3.082198,-11.677979,-2.5853806,-10.934561,-3.373389,0.5174543,0.5390514,0.43268934,0.55050474,0.5399238,0.6706222,0.5144444,0.5213447,0.52092564,0.5112124,0.56606853,0.48678967,5
03-01-05-02-02-02-01.wav,-485.17505,-19.408094,-30.019577,5.9834185,-17.931479,5.3467207,-14.493748,0.48009202,-16.894852,-1.9615413,-12.786389,-4.6675806,0.37539726,0.4066281,0.37928095,0.5597184,0.52313614,0.5173062,0.49118245,0.54456186,0.4822048,0.38025492,0.42185184,0.3584267,5
03-01-06-01-01-01-01.wav,-803.08594,2.3227897,1.5529691,6.559233,-0.18259928,14.716447,-10.796889,2.3509824,-8.753951,-6.224928,-10.053264,-1.384321,0.52629507,0.54517335,0.6004867,0.71482354,0.46350375,0.4506644,0.4078878,0.41403422,0.3261945,0.32772997,0.43011513,0.35175934,6
03-01-06-01-01-02-01.wav,-817.33234,1.7536447,-5.997768,1.4332882,-1.3819481,13.219061,-10.175934,1.4696759,-11.970232,-8.869949,-12.168757,-1.5755273,0.41117993,0.44238135,0.5187522,0.7625922,0.5012701,0.46293622,0.49026972,0.482555,0.46544832,0.3868865,0.3828603,0.3310277,6
03-01-06-01-02-01-01.wav,-818.1174,0.0727532,3.5686398,10.645139,1.1919796,14.535915,-6.2617884,6.1214204,-6.3366785,-2.3594584,-6.6028833,0.9435902,0.6762867,0.7168875,0.5339878,0.51000416,0.44834203,0.43706056,0.51415163,0.46024796,0.44982168,0.41247922,0.40937603,0.32770485,6
03-01-06-01-02-02-01.wav,-825.7648,0.81772566,-4.642945,5.182879,2.2557182,12.129954,-8.84426,4.532762,-10.162505,-6.5096893,-8.425084,0.8571643,0.554647,0.5158173,0.46148497,0.60622644,0.38243258,0.3023798,0.34566417,0.34653834,0.2662904,0.28833103,0.45664224,0.51194984,6
03-01-06-02-01-01-01.wav,-631.9182,-6.1603746,-34.60274,8.050031,-16.677692,12.50199,-7.5225544,6.993166,-13.68742,-7.739338,-10.949398,-2.4306355,0.54857206,0.6557923,0.6497755,0.6993556,0.61561155,0.5321931,0.44025996,0.41080025,0.41674528,0.38758308,0.37708226,0.35420826,6
03-01-06-02-01-02-01.wav,-594.92303,-0.15568736,-29.939968,3.5160968,-16.554375,15.056989,-9.171139,2.0504973,-14.540594,-8.067219,-11.612094,-4.3440266,0.5116406,0.6296445,0.5384994,0.4692389,0.4226628,0.49691534,0.42218503,0.46182153,0.49641943,0.4595212,0.51964045,0.4361213,6
03-01-06-02-02-01-01.wav,-552.47864,-11.168689,-30.76824,9.08925,-18.810202,11.608965,-11.887347,8.988196,-16.78613,-7.580967,-10.910593,-4.9890795,0.5724911,0.64027315,0.55682075,0.48291427,0.4597536,0.5324989,0.4679774,0.48786882,0.42553166,0.39902782,0.4469343,0.41077814,6
03-01-06-02-02-02-01.wav,-615.992,2.858695,-30.714499,5.8293457,-14.462199,11.987352,-6.5506206,2.9645565,-16.80113,-4.351567,-12.406562,-5.752345,0.6341084,0.63982236,0.5236188,0.47338626,0.47287175,0.49971676,0.4194167,0.45954317,0.47664148,0.4351443,0.55161965,0.47943208,6
03-01-07-01-01-01-01.wav,-845.5981,-8.986292,-3.7351058,2.3517134,-4.4726605,10.724386,-9.619277,3.0846708,-10.817616,-2.8033862,-10.92038,-3.9486234,0.5635929,0.48721462,0.50013816,0.59168875,0.46896705,0.48163277,0.43936217,0.4618047,0.46990094,0.55046755,0.61492765,0.5482368,7
03-01-07-01-01-02-01.wav,-831.0069,-17.203497,-0.06152531,2.1560233,-8.660371,11.241549,-10.04688,1.3506056,-11.964451,-1.8177716,-12.692995,-3.287518,0.40101472,0.48880732,0.55613816,0.714838,0.49765578,0.4710963,0.4647149,0.43551484,0.38504025,0.36076012,0.42481315,0.384281,7
03-01-07-01-02-01-01.wav,-839.19775,4.89925,2.835464,4.194229,0.10644395,8.633083,-6.3609924,6.9690895,-12.533917,-3.825581,-6.77036,0.42456046,0.56381065,0.6019975,0.5392709,0.5076906,0.39954135,0.47560096,0.46038896,0.3851341,0.38564563,0.36075348,0.47944152,0.44514024,7
03-01-07-01-02-02-01.wav,-874.7067,-4.880778,3.8975573,3.6739218,-0.95565754,6.9466376,-6.4941406,6.7241993,-13.3019,-2.371686,-7.3751206,0.6611244,0.5937994,0.5805128,0.53717226,0.6352423,0.40481317,0.4159104,0.44842637,0.37175143,0.3015823,0.30366012,0.36100185,0.34075427,7
03-01-07-02-01-01-01.wav,-692.863,-4.9632554,-16.433867,3.5788598,-19.865412,4.0213423,-10.014777,2.687244,-16.909576,-8.944377,-9.384725,-3.3030477,0.44918054,0.46753934,0.4473759,0.5458958,0.5110496,0.5082659,0.5307872,0.61265266,0.58219975,0.55611026,0.5422269,0.43392625,7
03-01-07-02-01-02-01.wav,-707.7349,-10.954356,-20.03932,8.15291,-14.232161,6.3599906,-14.57722,-0.76478267,-20.376606,-4.1441293,-7.5636835,-2.8767922,0.42405993,0.50121033,0.51450354,0.54760945,0.5357535,0.5581142,0.5109909,0.54495627,0.5407906,0.5234909,0.498941,0.4674926,7
03-01-07-02-02-01-01.wav,-721.4476,-5.4561925,1.2565694,13.212245,-15.524684,6.542491,-8.513983,3.9154246,-17.278889,-3.5456817,-4.6699643,-2.9401946,0.5038803,0.45860347,0.48299518,0.62272733,0.52159816,0.56564355,0.4334115,0.43277684,0.37642023,0.4059515,0.51217574,0.46634677,7
03-01-07-02-02-02-01.wav,-728.9471,0.37410146,-6.1120973,5.1742177,-12.059313,7.9635863,-9.380458,2.0980527,-18.244062,-4.5656376,-8.058934,-0.14133495,0.36130458,0.4283037,0.46794045,0.71814597,0.5238976,0.497328,0.4742768,0.5542907,0.47930545,0.5057366,0.5775543,0.42072845,7
03-01-08-01-01-01-01.wav,-897.1159,7.6617556,0.5134084,4.2575274,-1.69785,10.489541,-7.6568565,1.4684203,-7.476047,-2.754924,-6.583993,-4.420217,0.6684184,0.65077055,0.63481945,0.69647866,0.6008882,0.5958725,0.5242411,0.5403084,0.56333745,0.6515734,0.5732272,0.5137199,8
03-01-08-01-01-02-01.wav,-895.55676,12.267981,-0.17707139,2.0659378,1.991252,10.612829,-6.5532937,-0.23098624,-7.022661,-2.9516082,-8.159724,-0.9192332,0.61053437,0.65823936,0.6530955,0.65184814,0.4829997,0.4700603,0.45110086,0.47469226,0.40400323,0.4237473,0.5049844,0.46096975,8
03-01-08-01-02-01-01.wav,-871.2463,4.1051307,1.7303267,6.351623,0.43397513,9.736379,-8.66421,3.5687246,-7.713688,-3.2449238,-8.901832,-1.2128832,0.55709755,0.534051,0.6194918,0.616784,0.50908655,0.4590096,0.45686784,0.39771697,0.3365056,0.40933916,0.5496484,0.50111544,8
03-01-08-01-02-02-01.wav,-893.7713,6.4763317,0.10829466,5.061653,-1.9649072,5.9040637,-9.370088,2.4808028,-6.481018,-2.3483999,-7.2089486,-2.665475,0.6866955,0.7142831,0.67072594,0.7422746,0.4963693,0.51082504,0.5117233,0.47412094,0.3529409,0.4174325,0.47539073,0.5051122,8
03-01-08-02-01-01-01.wav,-826.70764,12.334639,-8.523851,5.3647203,-3.6323586,11.941772,-9.1864,1.1572236,-8.966625,-1.781816,-8.543854,-3.2120688,0.5754087,0.6692043,0.57206255,0.54256254,0.44967178,0.45543054,0.39687574,0.3791554,0.38245058,0.5234121,0.45906594,0.41754007,8
03-01-08-02-01-02-01.wav,-769.7001,7.021277,-9.990619,6.018809,-5.5026765,8.322555,-10.57967,2.4567468,-9.394939,-2.4775114,-9.639662,-3.709103,0.59982026,0.54599416,0.48858228,0.55561554,0.5393402,0.5827359,0.46720034,0.41599014,0.47995293,0.4850824,0.6666071,0.5028915,8
03-01-08-02-02-01-01.wav,-821.48914,8.655198,-9.760491,8.939141,-5.03175,9.438143,-10.635572,1.3712844,-7.3227468,-5.198374,-10.800443,-0.64011854,0.5587137,0.6528432,0.67255765,0.6911207,0.55388796,0.49822164,0.39239728,0.3636972,0.2988726,0.37037098,0.27764824,0.3328721,8
03-01-08-02-02-02-01.wav,-797.69183,10.455476,-9.574217,5.310411,-5.932745,7.677923,-7.73477,1.9617711,-11.210859,-3.5142784,-8.196904,-3.2438734,0.61119854,0.5516377,0.5210348,0.51500344,0.5487178,0.50911856,0.56731796,0.5897893,0.5427322,0.59834355,0.5311681,0.4335831,8
03-01-01-01-01-01-02.wav,-831.0473,4.423519,-7.999789,-2.1583128,-5.1427,1.1224841,-13.176517,2.6913016,-11.506101,-2.3486402,-4.060177,-0.17309278,0.3751657,0.4286175,0.41762298,0.43100336,0.3530661,0.4961349,0.573244,0.6543727,0.4759213,0.47590366,0.4693354,0.4213354,1
03-01-01-01-01-02-02.wav,-849.4507,-6.4134736,-8.793598,0.4609539,-3.5772748,0.23627132,-12.755973,4.0332513,-11.842162,-0.65597826,-4.162488,-1.2581784,0.4306,0.45715442,0.51244307,0.51803595,0.43072912,0.49776605,0.5122606,0.5739786,0.561716,0.5337334,0.48597822,0.38207576,1
03-01-01-01-02-01-02.wav,-806.3113,3.36933,-6.7986383,-2.049037,-7.460912,2.0224054,-12.897607,3.0349238,-11.798467,-3.3669086,-5.1394444,-0.41784653,0.41764486,0.5063513,0.56510234,0.5783961,0.49559838,0.5857817,0.5951336,0.56614906,0.45612597,0.35790405,0.37893662,0.3558656,1
03-01-01-01-02-02-02.wav,-820.95886,-5.330887,-5.129536,-1.0941753,-7.6861873,2.1173139,-13.604952,3.6115553,-11.784483,-2.9436736,-5.2133956,-1.187275,0.4580241,0.5065028,0.4598019,0.46885702,0.42166343,0.594218,0.5639514,0.5223668,0.45642605,0.47536546,0.50245196,0.45422164,1
03-01-02-01-01-01-02.wav,-848.33795,-8.059869,-2.0373552,3.9078321,-4.5311418,1.6066178,-13.056821,4.749853,-11.662628,-2.2431774,-3.7598696,-2.119537,0.48367813,0.3575219,0.33320567,0.4006653,0.45901725,0.5036792,0.51042134,0.38154066,0.3909267,0.32856905,0.40791908,0.33545768,2
03-01-02-01-01-02-02.wav,-859.87164,-2.551342,-5.8873434,2.107029,-4.83092,1.0896178,-12.481,4.178319,-11.816889,-3.077295,-3.251309,-3.1738212,0.4502232,0.44352782,0.36927292,0.4155624,0.3668484,0.42379582,0.38717785,0.36855105,0.40982684,0.5014742,0.5212714,0.42259687,2
03-01-02-01-02-01-02.wav,-841.2876,-3.4964247,-4.670968,3.5039108,-7.927321,3.4087067,-11.39397,2.2355127,-10.38353,-3.4829197,-4.976094,-0.5596375,0.4502897,0.4158336,0.3827527,0.28625372,0.35227486,0.48516917,0.40414727,0.46806487,0.38054216,0.49128464,0.51211756,0.45476934,2
03-01-02-01-02-02-02.wav,-841.497,-6.8308334,-5.4544,-0.8767545,-8.169412,3.0555766,-12.148895,2.5826056,-12.442207,-4.4276834,-4.35524,-0.9075406,0.43258667,0.35549593,0.2674117,0.2509727,0.27375615,0.391402,0.36996824,0.4977558,0.49864995,0.5728197,0.56807435,0.4822618,2
03-01-02-02-01-01-02.wav,-851.59155,-12.557641,-4.2357755,4.846082,-5.028567,2.1742775,-13.432477,4.2326894,-9.890612,-3.374478,-5.631151,-1.789874,0.3796603,0.35094714,0.33499816,0.348246,0.35264507,0.44015732,0.58632666,0.5853258,0.4245898,0.40588042,0.4071771,0.36592782,2
03-01-02-02-01-02-02.wav,-844.5428,-2.3049219,-6.7220016,3.458294,-5.9073462,0.9809286,-12.514859,4.9376416,-12.361819,-2.7945118,-4.29363,-2.790273,0.4887781,0.48699158,0.30715472,0.28615984,0.35351363,0.33189055,0.4330275,0.6549477,0.4879444,0.41565254,0.42477462,0.43833104,2
03-01-02-02-02-01-02.wav,-839.81714,-13.554485,-4.182876,3.3406706,-10.784933,2.8656468,-10.835227,2.5059524,-12.452087,-4.7336507,-6.216548,-0.89269435,0.47782123,0.42602634,0.33507395,0.32454124,0.3173726,0.3716672,0.407788,0.46893185,0.4706317,0.5380225,0.5361569,0.50877124,2
03-01-02-02-02-02-02.wav,-845.6331,-11.591818,-3.7521777,3.5016677,-8.715157,2.7449489,-10.765487,3.1775496,-12.717574,-3.2703614,-5.74929,0.27334866,0.3888358,0.2962813,0.29163635,0.25408396,0.3029305,0.3735308,0.49130675,0.6647384,0.4461416,0.430081,0.50780725,0.44060203,2
03-01-03-01-01-01-02.wav,-778.56793,7.9949737,-21.725145,-2.2249174,-1.8567977,0.10703808,-12.918319,3.4196413,-10.843921,-5.811569,-1.7726413,-1.5471333,0.49886307,0.4393231,0.42199138,0.4251224,0.43280214,0.50331676,0.584587,0.5545289,0.49492538,0.5084317,0.573411,0.50477064,3
03-01-03-01-01-02-02.wav,-800.4677,3.1147618,-17.013472,-1.149328,-1.2170876,0.2772957,-14.920667,3.3936393,-11.953378,-5.422538,-2.0334728,-1.9889097,0.48455596,0.4749203,0.4935434,0.5000606,0.47022632,0.49453077,0.5700633,0.6633955,0.5497835,0.50286764,0.48409528,0.4941377,3
03-01-03-01-02-01-02.wav,-781.8187,11.002777,-17.87764,-1.3538392,-4.402463,0.06842211,-12.816199,1.5485864,-13.068295,-6.886025,-2.7679572,-0.81992084,0.4720503,0.50476176,0.42098507,0.41581824,0.4151139,0.49812815,0.43745643,0.53584635,0.44295728,0.3866563,0.39346048,0.45507815,3
03-01-03-01-02-02-02.wav,-779.71857,7.640659,-16.817919,-0.3447814,-4.685035,0.7489808,-13.717915,1.0105196,-13.02931,-5.1693764,-2.0335662,-0.073069,0.46381176,0.50948596,0.46361738,0.4428892,0.39510334,0.524685,0.5948019,0.52809626,0.48652968,0.48575392,0.4892714,0.52943146,3
03-01-03-02-01-01-02.wav,-683.7728,11.838213,-30.393757,-0.28119883,-0.82562,-0.2595831,-18.99904,2.820336,-10.697507,-7.7664375,-0.23657441,-3.4670722,0.43663937,0.41530332,0.3073296,0.34376815,0.38338822,0.44234678,0.46809596,0.56711984,0.49506113,0.52756405,0.5570703,0.4277193,3
03-01-03-02-01-02-02.wav,-681.6661,11.60343,-31.380068,-1.5497556,-1.8142053,1.1495303,-20.018318,0.6020269,-10.434126,-7.733823,-1.9760224,-2.8608677,0.45366126,0.41194722,0.32466584,0.36552843,0.4112674,0.46435285,0.5064725,0.55410737,0.5524743,0.524255,0.48139042,0.47624102,3
03-01-03-02-02-01-02.wav,-732.71344,11.765401,-23.894444,-0.12528494,-0.97966766,1.7095625,-14.182208,-2.0229642,-11.787864,-6.567901,0.3627976,-0.9088267,0.44792643,0.43245074,0.3232813,0.35911795,0.37679985,0.49913695,0.51315,0.5191772,0.5623151,0.51717126,0.4682578,0.37693292,3
03-01-03-02-02-02-02.wav,-718.3803,9.667117,-21.659678,0.83593357,-2.8370776,1.0557963,-15.608273,0.26517496,-10.243003,-7.63498,-2.2253559,-2.1641557,0.5030205,0.4696951,0.37766796,0.3716397,0.35544115,0.36332408,0.42069376,0.41820702,0.5266647,0.5111491,0.4320936,0.34694022,3
03-01-04-01-01-01-02.wav,-875.3384,-3.9290645,-7.806538,-0.62741727,-5.1195273,0.6714418,-12.914588,3.0454266,-13.076027,-3.9361267,-5.3298273,-3.0358384,0.49477592,0.41271922,0.31683275,0.37310603,0.32627136,0.35405603,0.3699973,0.46105525,0.6064887,0.5673204,0.53663033,0.42922163,4
03-01-04-01-01-02-02.wav,-855.92163,4.5459228,-7.8318396,-0.5492904,-5.157536,0.7917854,-12.673749,3.2621882,-10.809252,-4.362239,-5.177283,-1.962065,0.57304287,0.45582932,0.38744217,0.41115016,0.35298714,0.38662982,0.36733642,0.43035543,0.47433925,0.5702084,0.5867107,0.48920694,4
